,mouth_curve,mouth_length,mouth_height,eyebrow_l,eyebrow_r,eye_length,eye_height,label
3704,0.2,11,-5,0.434782609,-0.454545455,2,-6,4
3705,-0.222222222,16,-15,-0.047619048,-0.777777778,3,-2,4
3706,-0.181818182,15,-13,0.095238095,-0.375,3,0,4
3707,0.363636364,12,-4,0.4,-0.363636364,3,-9,4
3708,-0.25,12,-9,0,-0.888888889,3,-3,4
3709,-0.111111111,14,-8,0.08,-0.888888889,4,0,4
3710,-0.272727273,16,-12,-0.086956522,-0.857142857,3,0,4
3711,-0.285714286,11,-6,0,-1.222222222,4,-3,4
3712,-0.090909091,14,-12,0.04,-0.888888889,3,-3,4
3713,0.166666667,10,-3,0.285714286,-0.888888889,2,-5,4
3714,-0.2,16,-12,-0.055555556,-0.875,4,-1,4
3715,-0.142857143,10,-5,-0.095238095,-0.875,3,-2,4
3716,-0.083333333,17,-12,0.130434783,-0.5,4,-2,4
3717,-0.454545455,18,-15,-0.347826087,-1.25,4,3,4
3718,-0.125,12,-9,0.047619048,-0.8,4,-2,4
3719,-0.090909091,15,-5,0.074074074,-0.8,4,-2,4
3720,0.142857143,10,-3,0.25,-0.857142857,2,-3,4
3721,-0.181818182,15,-9,0.074074074,-0.7,3,-2,4
3722,-0.111111111,13,-5,0.090909091,-0.75,4,-2,4
3723,-0.142857143,11,-6,0,-1,3,0,4
3724,-0.181818182,14,-6,0.107142857,-1,5,-3,4
3725,-0.25,12,-10,0.0625,-0.857142857,3,-2,4
3726,-0.5,13,-12,-0.2,-1.5,3,0,4
3727,-0.4,8,-8,0,-1,3,-1,4
3728,-0.090909091,16,-6,0.043478261,-1,4,-3,4
3729,-0.272727273,18,-19,-0.173913043,-1,4,2,4
3730,0,9,-6,0.05,-1.166666667,3,-2,4
3731,-0.111111111,12,-2,0.130434783,-0.875,4,-4,4
3732,0,16,-8,0,-0.666666667,4,0,4
3733,0.1,13,-3,0.142857143,-0.727272727,4,-3,4
3734,-0.3,15,-8,-0.041666667,-1.375,5,-2,4
3735,-0.181818182,13,-12,-0.04,-1,3,-2,4
3736,0,11,-5,0.045454545,-0.888888889,3,-3,4
3737,-0.2,14,-16,-0.142857143,-1.285714286,3,-1,4
3738,-0.285714286,12,-11,0,-1.142857143,4,-2,4
3739,0.222222222,8,-3,0.444444444,-0.571428571,2,-6,4
3740,-0.142857143,10,-5,-0.12,-1,4,-3,4
3741,0.142857143,10,-4,0.111111111,-0.777777778,3,-4,4
3742,-0.090909091,14,-15,0.125,-1,3,-3,4
3743,-0.666666667,7,-5,-0.444444444,-2.333333333,2,3,4
3744,0,12,-5,0.066666667,-1,3,0,4
3745,0.166666667,10,-11,0.461538462,-0.3,1,-6,4
3746,-0.222222222,13,-10,0.034482759,-1.1,5,-3,4
3747,-0.444444444,14,-16,-0.166666667,-1.125,4,2,4
3748,-0.333333333,14,-9,-0.208333333,-1,4,-1,4
3749,-0.25,13,-6,-0.052631579,-1.142857143,3,0,4
3750,-0.125,12,-7,0.142857143,-1,3,-1,4
3751,-0.285714286,7,-15,0.315789474,-0.5,3,-4,4
3752,0.111111111,11,-6,0.153846154,-0.636363636,4,-6,4
3753,-0.1,14,-7,-0.04,-0.7,4,-3,4
3754,0.125,9,-4,0.214285714,-0.8,2,-2,4
3755,-0.142857143,12,-6,0.111111111,-0.75,4,1,4
3756,0,18,-10,0.12,-0.6,3,-1,4
3757,-0.3,14,-10,-0.08,-0.857142857,4,0,4
3758,0,11,-7,0.1875,-0.428571429,2,-2,4
3759,-0.090909091,16,-8,0.0625,-0.769230769,4,-6,4
3760,-0.375,13,-10,0,-1,4,-2,4
3761,0.166666667,11,-3,0.166666667,-0.909090909,3,-3,4
3762,-0.181818182,15,-16,0.037037037,-1,4,-3,4
3763,-0.4,10,-10,-0.083333333,-1.5,3,-1,4
3764,-0.1,14,-6,0,-1.5,3,-2,4
3765,-0.25,13,-4,-0.095238095,-1,3,0,4
3766,-0.1,15,-9,0,-0.875,3,0,4
3767,-0.1,13,-11,0.136363636,-0.75,3,-4,4
3768,-0.111111111,13,-6,0.1,-0.6,3,-1,4
3769,-0.090909091,15,-13,0.125,-0.6,4,-2,4
3770,0.125,11,-5,0.210526316,-0.875,2,-4,4
3771,-0.333333333,14,-10,-0.15,-1,4,-2,4
3772,-0.166666667,15,-18,0,-0.875,4,-3,4
3773,0,15,-16,0.16,-0.272727273,3,-5,4
3774,-0.3,14,-12,0.088235294,-0.785714286,6,-6,4
3775,-0.25,13,-8,-0.043478261,-1.125,4,2,4
3776,0,15,-14,0.19047619,-0.75,2,-3,4
3777,0.090909091,15,-4,0.263157895,-0.545454545,3,-5,4
3778,-0.416666667,17,-20,-0.192307692,-1.666666667,4,3,4
3779,-0.3,13,-11,0,-2,3,0,4
3780,0,13,-2,0.142857143,-0.636363636,4,-4,4
3781,-0.1,16,-11,0.047619048,-0.818181818,3,-3,4
3782,-0.25,9,-8,0.115384615,-1.166666667,4,-2,4
3783,-0.142857143,11,-4,0.052631579,-1,3,-4,4
3784,-0.142857143,10,-6,-0.055555556,-1,3,0,4
3785,-0.111111111,13,-13,0.166666667,-0.555555556,4,-4,4
3786,-0.1,15,-7,0.04,-0.888888889,4,0,4
3787,-0.25,10,-6,0.04,-1,3,-4,4
3788,0.090909091,12,-9,0.32,-0.5,3,-6,4
3789,-0.090909091,16,-13,0.043478261,-0.666666667,2,-1,4
3790,-0.125,11,-4,0.047619048,-0.857142857,4,-2,4
3791,0,11,-10,0.217391304,-0.8,3,-4,4
3792,-0.285714286,12,-7,-0.142857143,-1.375,4,-1,4
3793,0,11,-5,0,-0.7,3,-2,4
3794,-0.142857143,12,-5,0.125,-1,3,0,4
3795,-0.625,12,-15,-0.315789474,-2.5,4,2,4
3796,-0.090909091,15,-12,0,-0.875,3,1,4
3797,0,12,-2,0.043478261,-0.8,4,-4,4
3798,0.2,10,-5,0.434782609,-0.5,3,-6,4
3799,0.375,9,-10,0.666666667,-0.2,1,-6,4
3800,0,17,-8,0.2,-0.6,4,-1,4
3801,-0.125,12,-6,-0.090909091,-0.888888889,4,0,4
3802,-0.4,10,-12,-0.066666667,-1,3,-3,4
3803,0,14,-10,0.038461538,-0.6,3,-3,4
3804,-0.090909091,16,-13,0.05,-0.666666667,3,-4,4
3805,-0.142857143,11,-10,0.041666667,-0.7,4,-3,4
3806,0.111111111,12,-7,0.35,-0.4,3,-5,4
3807,0,11,-8,0.304347826,-0.5,3,-4,4
3808,0.142857143,6,-4,0.357142857,-0.75,1,-3,4
3809,-0.2,16,-9,0.15,-0.666666667,5,-4,4
3810,-0.428571429,10,-8,0,-1,3,1,4
3811,-0.5,10,-12,-0.3125,-1.8,3,1,4
3812,-0.222222222,14,-9,-0.2,-0.777777778,4,2,4
3813,-0.111111111,10,-9,0.083333333,-1.142857143,3,-3,4
3814,-0.125,11,-5,-0.08,-1,4,-2,4
3815,-0.181818182,16,-15,-0.04,-0.9,4,-2,4
3816,0,10,-6,0.055555556,-0.875,2,-2,4
3817,-0.2,13,-9,0.071428571,-0.777777778,4,-4,4
3818,-0.181818182,17,-16,0,-0.888888889,3,0,4
3819,-0.3,14,-15,0.083333333,-1,4,-4,4
3820,-0.333333333,14,-9,-0.166666667,-1.222222222,4,0,4
3821,-0.363636364,16,-19,-0.125,-1,3,-2,4
3822,0,15,-5,0.173913043,-0.727272727,4,-3,4
3823,-0.333333333,18,-17,-0.173913043,-0.857142857,3,3,4
3824,-0.181818182,12,-11,0.043478261,-1.166666667,4,-3,4
3825,0.333333333,11,-6,0.526315789,-0.272727273,2,-7,4
3826,0,12,-6,0,-1,4,0,4
3827,-0.125,11,-9,-0.045454545,-0.888888889,3,-1,4
3828,-0.111111111,12,-7,-0.041666667,-1.285714286,4,-3,4
3829,-0.333333333,12,-7,0.19047619,-1.142857143,3,-2,4
3830,0.25,14,-3,0.388888889,-0.625,3,-4,4
3831,-0.125,11,-3,0.130434783,-1,3,-1,4
3832,-0.111111111,13,-7,0.076923077,-0.9,5,-3,4
3833,-0.111111111,12,-10,0,-0.888888889,4,-3,4
3834,-0.222222222,14,-8,0.041666667,-0.615384615,3,-2,4
3835,-0.090909091,11,-11,0.25,-0.9,3,-7,4
3836,-0.125,12,-12,0.136363636,-0.6,3,-4,4
3837,-0.333333333,13,-18,-0.041666667,-1,4,-4,4
3838,-0.285714286,12,-7,-0.095238095,-1.125,4,-1,4
3839,-0.230769231,18,-18,-0.071428571,-1,4,-3,4
3840,0,11,-4,0.1,-1,3,-3,4
3841,-0.222222222,11,-9,0.12,-0.5,4,-3,4
3842,0,13,-4,0,-0.7,3,0,4
3843,0,12,-5,0.043478261,-0.888888889,3,-3,4
3844,-0.2,14,-10,0.05,-0.888888889,3,1,4
3845,0.285714286,6,-4,0.642857143,-0.142857143,1,-8,4
3846,0,14,-7,0.045454545,-0.875,3,-2,4
3847,-0.25,11,-15,-0.105263158,-1.5,3,-1,4
3848,-0.111111111,12,-5,0.086956522,-0.857142857,3,-3,4
3849,-0.333333333,14,-9,-0.166666667,-1.222222222,4,0,4
3850,-0.333333333,15,-9,0,-0.8,4,-2,4
3851,-0.25,13,-11,-0.095238095,-1,4,-1,4
3852,-0.444444444,15,-10,-0.08,-1,4,1,4
3853,0.125,10,-3,0.222222222,-0.666666667,3,-6,4
3854,-0.25,12,-8,-0.04,-1.375,4,-2,4
3855,-0.222222222,12,-9,0,-1.166666667,4,-2,4
3856,0,8,-4,0.222222222,-0.714285714,2,-2,4
3857,-0.2,15,-10,0,-1,5,1,4
3858,0.111111111,12,-4,0.19047619,-0.636363636,3,-7,4
3859,0,18,-11,0.1875,-0.857142857,3,-1,4
3860,0,16,-8,0.181818182,-0.666666667,4,1,4
3861,0,10,-5,0.2,-0.875,3,0,4
3862,0.125,12,-5,0.32,-0.461538462,3,-4,4
3863,-0.142857143,11,-2,-0.05,-1.142857143,4,-2,4
3864,0.166666667,10,-4,0.266666667,-0.555555556,2,-4,4
3865,-0.181818182,15,-12,0.076923077,-0.6,4,-3,4
3866,-0.1,16,-8,0,-0.6,4,-2,4
3867,-0.142857143,9,-8,0.2,-0.8,2,-4,4
3868,-0.111111111,11,0,0,-0.888888889,4,-6,4
3869,-0.2,11,-8,-0.043478261,-2,4,3,4
3870,-0.25,9,-8,0,-1.166666667,3,-2,4
3871,-0.5,12,-10,-0.166666667,-1.166666667,4,1,4
3872,0.333333333,9,-6,0.578947368,-0.444444444,1,-7,4
3873,-0.111111111,12,-9,0.083333333,-0.9,4,-4,4
3874,0,17,-8,0.0625,-0.769230769,5,-4,4
3875,-0.111111111,12,-5,-0.035714286,-0.9,4,-3,4
3876,-0.4,10,-9,0,-1.5,2,-1,4
3877,0,14,-8,0.045454545,-0.888888889,4,-3,4
3878,-0.333333333,14,-9,-0.19047619,-2,3,1,4
3879,-0.142857143,12,-7,0.055555556,-0.888888889,3,0,4
3880,0.25,9,-1,0.35,-0.333333333,3,-6,4
3881,-0.222222222,14,-8,-0.043478261,-0.9,4,-2,4
3882,0,15,-5,0.173913043,-0.727272727,4,-3,4
3883,-0.272727273,15,-8,0.041666667,-0.9,5,0,4
3884,-0.090909091,14,-11,0.181818182,-0.625,2,-1,4
3885,-0.222222222,12,-10,0,-0.909090909,4,-4,4
3886,0,16,-13,0.115384615,-0.444444444,4,-2,4
3887,0,8,-4,0.2,-0.5,2,-2,4
3888,-0.125,11,-8,-0.125,-1,4,-2,4
3889,-0.2,16,-13,-0.157894737,-1.5,3,1,4
3890,-0.375,10,-9,0.086956522,-1,3,-2,4
3891,-0.2,14,-7,-0.04,-0.888888889,4,-3,4
3892,-0.2,14,-8,0.074074074,-0.666666667,4,-4,4
3893,0.125,11,-8,0.25,-0.583333333,4,-7,4
3894,-0.25,14,-6,-0.052631579,-0.666666667,3,0,4
3895,-0.166666667,17,-12,0,-0.636363636,5,-1,4
3896,-0.2,14,-8,0.103448276,-0.777777778,4,-2,4
3897,0.285714286,10,-1,0.388888889,-0.555555556,3,-5,4
3898,-0.153846154,20,-17,0.111111111,-0.818181818,5,1,4
3899,-0.083333333,17,-12,0.130434783,-0.5,4,-2,4
3900,0,10,-6,0.136363636,-0.75,3,-4,4
3901,-0.2,15,-6,-0.192307692,-1,5,-3,4
3902,-0.285714286,9,-7,-0.052631579,-1.5,4,0,4
3903,-0.3,15,-18,-0.066666667,-0.846153846,5,-3,4
3904,-0.111111111,13,-12,-0.04,-1.111111111,4,-3,4
3905,0,13,-5,0.086956522,-0.7,3,-3,4
3906,0,10,-3,-0.047619048,-0.9,3,-1,4
3907,-0.083333333,16,-14,0,-1,4,-4,4
3908,-0.4,9,-4,-0.235294118,-1.166666667,3,1,4
3909,0.4,10,-1,0.5,-0.166666667,2,-10,4
3910,0,10,-3,0.086956522,-0.875,4,-1,4
3911,0.285714286,9,-7,0.666666667,-0.266666667,1,-11,4
3912,-0.25,15,-8,-0.125,-1.125,3,-1,4
3913,0,14,-9,0.0625,-1.222222222,3,0,4
3914,-0.375,10,-11,-0.055555556,-1.25,3,0,4
3915,-0.2,13,-11,0,-0.777777778,3,-3,4
3916,0,13,-7,0.052631579,-1,3,-2,4
3917,-0.083333333,17,-14,0.043478261,-0.666666667,3,0,4
3918,-0.285714286,11,-6,-0.052631579,-1,3,0,4
3919,-0.428571429,10,-18,-0.05,-1.142857143,4,-3,4
3920,0,12,-5,0.2,-0.636363636,4,-5,4
3921,0.333333333,8,-1,0.666666667,-0.3,2,-7,4
3922,0,16,-12,0.136363636,-0.5,2,-2,4
3923,-0.25,9,-8,0,-1.5,2,-1,4
3924,-0.428571429,12,-6,-0.15,-0.875,4,0,4
3925,-0.1,13,-6,0.178571429,-0.583333333,4,-4,4
3926,-0.375,12,-10,-0.130434783,-1.125,3,-1,4
3927,-0.3,15,-12,-0.090909091,-0.625,3,0,4
3928,-0.25,12,-8,0.083333333,-1.111111111,3,-3,4
3929,-0.5,10,-6,-0.3,-1.833333333,4,2,4
3930,0.3,10,-10,0.6,-0.2,1,-9,4
3931,0.125,10,-4,0.227272727,-0.7,3,-6,4
3932,-0.222222222,18,-14,-0.133333333,-1.285714286,4,-1,4
3933,-0.181818182,12,-10,0.04,-1.333333333,4,-1,4
3934,-0.181818182,15,-13,0.115384615,-0.777777778,3,-2,4
3935,-0.333333333,15,-18,0,-0.5,4,0,4
3936,0.090909091,14,-7,0.210526316,-0.571428571,3,-2,4
3937,0,9,-6,0.071428571,-0.8,2,-1,4
3938,0,10,-8,0.214285714,-0.857142857,3,-1,4
3939,-0.3,16,-8,-0.130434783,-1.25,4,2,4
3940,-0.090909091,14,-7,0.125,-0.5,3,0,4
3941,-0.2,14,-8,-0.074074074,-1,4,0,4
3942,0,12,-5,0.266666667,-0.428571429,3,-2,4
3943,-0.125,12,-7,0.2,-0.818181818,4,-4,4
3944,-0.111111111,12,-13,0.083333333,-0.666666667,3,-1,4
3945,-0.222222222,13,-10,0.045454545,-1,4,-2,4
3946,0.3,10,-10,0.545454545,-0.1,2,-10,4
3947,-0.181818182,15,-14,-0.08,-0.7,2,-2,4
3948,0.222222222,10,-7,0.375,-1,2,-4,4
3949,-0.1,15,-13,-0.043478261,-0.777777778,3,-2,4
3950,-0.222222222,10,-7,0,-1.166666667,4,-2,4
3951,-0.25,11,-10,0.047619048,-1.142857143,3,-3,4
3952,-0.285714286,10,-3,-0.176470588,-1.2,3,-1,4
3953,-0.111111111,14,-8,0.25,-0.6,3,-6,4
3954,-0.181818182,15,-12,0.038461538,-0.6,3,-3,4
3955,0,17,-12,0.043478261,-0.777777778,3,-3,4
3956,0,14,-10,0.090909091,-0.777777778,3,-3,4
3957,-0.083333333,14,-13,0.133333333,-0.727272727,4,-2,4
3958,-0.25,19,-22,-0.235294118,-1,3,1,4
3959,-0.142857143,11,-9,0.105263158,-0.6,3,-3,4
3960,-0.4,15,-18,-0.083333333,-0.888888889,4,1,4
3961,-0.1,12,-6,0.083333333,-0.666666667,4,-6,4
3962,-0.25,12,-12,-0.04,-0.818181818,3,-3,4
3963,-0.25,12,-7,-0.222222222,-1.2,2,2,4
3964,-0.25,8,-6,0.166666667,-1,2,-3,4
3965,-0.5,16,-10,-0.3,-1.833333333,5,6,4
3966,0,15,-11,0.068965517,-0.916666667,5,-3,4
3967,0,14,-5,0.037037037,-0.888888889,4,-2,4
3968,-0.285714286,10,-8,0.05,-0.571428571,3,-3,4
3969,-0.181818182,12,-10,0.166666667,-1,3,0,4
3970,-0.4,11,-6,-0.214285714,-1.8,3,2,4
3971,-0.25,14,-12,-0.222222222,-1.333333333,3,1,4
3972,-0.111111111,14,-4,0.043478261,-0.7,4,-1,4
3973,-0.25,18,-16,-0.125,-1,5,0,4
3974,-0.333333333,7,-6,0.111111111,-2,2,-2,4
3975,0,13,0,0.19047619,-0.75,3,-4,4
3976,-0.6,9,-4,-0.4375,-1.8,3,4,4
3977,-0.272727273,16,-13,-0.130434783,-1.333333333,4,-2,4
3978,0,9,-8,0.117647059,-2,3,-3,4
3979,-0.428571429,10,-9,-0.2,-0.545454545,3,0,4
3980,-0.1,14,-3,0.08,-0.6,3,-2,4
3981,0.142857143,10,-4,0.222222222,-0.666666667,2,-5,4
3982,-0.285714286,10,-8,0,-1.25,4,-3,4
3983,-0.285714286,10,-8,0,-0.714285714,4,-3,4
3984,-0.2,14,-7,-0.148148148,-0.636363636,4,-2,4
3985,-0.142857143,13,-5,-0.111111111,-1.142857143,4,1,4
3986,-0.333333333,12,-7,0.111111111,-1.285714286,4,-1,4
3987,-0.2,13,-6,-0.074074074,-1.142857143,5,-2,4
3988,0,9,-5,0.173913043,-0.625,3,-3,4
3989,-0.571428571,12,-8,-0.318181818,-2.5,4,4,4
3990,-0.3,15,-16,-0.083333333,-0.888888889,4,-2,4
3991,-0.222222222,14,-9,0.115384615,-0.75,4,-5,4
3992,-0.4,8,-7,0,-1,2,-1,4
3993,-0.25,13,-6,0.05,-0.7,3,-2,4
3994,-0.333333333,13,-13,-0.15,-1,3,0,4
3995,-0.111111111,15,-10,0.052631579,-0.888888889,3,-2,4
3996,-0.25,10,-10,-0.05,-1,3,-2,4
3997,-0.111111111,12,-10,0.04,-1,3,-3,4
3998,-0.666666667,5,-7,0.5,-1.666666667,2,-1,4
3999,0,8,-4,0.208333333,-0.555555556,3,-3,4
4000,-0.111111111,11,-6,0,-0.857142857,3,-3,4
4001,-0.111111111,13,-4,-0.043478261,-0.888888889,4,-3,4
4002,0,12,0,-0.095238095,-0.8,3,-2,4
4003,-0.083333333,17,-10,-0.037037037,-0.583333333,5,-3,4
4004,0.083333333,14,-7,0.333333333,-0.307692308,4,-3,4
4005,0.111111111,12,-2,0.086956522,-1,2,-1,4
4006,0,11,-5,0,-0.555555556,4,-3,4
4007,-0.090909091,15,-5,0.074074074,-0.8,4,-2,4
4008,-0.111111111,13,-7,0.090909091,-0.666666667,4,-1,4
4009,-0.111111111,10,-10,0.05,-1.166666667,3,-4,4
4010,0,11,-9,0.25,-0.5,2,-6,4
4011,-0.076923077,15,-8,0.225806452,-0.888888889,4,-4,4
4012,-0.25,10,-6,0.076923077,-1.428571429,3,-3,4
4013,-0.222222222,12,-9,0,-0.714285714,4,-2,4
4014,0,16,-6,0.038461538,-0.727272727,4,-4,4
4015,-0.125,11,-8,0,-1,3,-2,4
4016,-0.111111111,13,-6,0.086956522,-0.888888889,4,-3,4
4017,0,14,2,-0.103448276,-1,5,-2,4
4018,-0.25,10,-9,-0.043478261,-1.285714286,3,-2,4
4019,-0.181818182,16,-19,0,-1,4,-1,4
4020,-0.1,14,-6,0,-1.5,3,-2,4
4021,-0.2,14,-15,-0.041666667,-0.875,3,-1,4
4022,-0.125,11,-12,0.04,-0.75,4,-2,4
4023,0.1,13,-5,0.125,-0.75,3,-4,4
4024,0.222222222,10,-8,0.428571429,-0.272727273,2,-7,4
4025,-0.111111111,13,-9,0.133333333,-0.555555556,2,-3,4
4026,-0.090909091,15,-9,-0.043478261,-0.888888889,4,-3,4
4027,-0.25,12,-8,0,-1.25,3,-1,4
4028,0,10,-4,0.111111111,-0.5,2,-1,4
4029,-0.25,12,-6,-0.045454545,-1.142857143,4,0,4
4030,-0.125,10,-4,-0.076923077,-1,4,-2,4
4031,-0.222222222,12,-8,-0.086956522,-1.142857143,3,-1,4
4032,-0.333333333,15,-15,-0.125,-1.5,4,0,4
4033,-0.222222222,14,-10,-0.130434783,-1.285714286,4,0,4
4034,-0.2,11,-7,0.272727273,-1.142857143,3,-2,4
4035,-0.1,14,-5,0,-1.166666667,3,-2,4
4036,-0.090909091,15,-7,0.04,-0.555555556,4,-3,4
4037,0,15,-10,0.041666667,-0.909090909,4,-4,4
4038,-0.25,12,-7,-0.166666667,-0.777777778,3,0,4
4039,-0.1,13,-5,0.074074074,-0.727272727,3,0,4
4040,-0.375,11,-8,-0.173913043,-1.285714286,3,1,4
4041,-0.142857143,10,-8,0.117647059,-0.875,2,-3,4
4042,-0.111111111,12,-8,0.095238095,-0.777777778,3,-5,4
4043,-0.125,12,-5,0,-0.75,4,-2,4
4044,-0.1,15,-7,0.125,-0.5,4,-3,4
4045,-0.5,8,-7,-0.181818182,-1.142857143,3,-2,4
4046,-0.285714286,11,-9,-0.045454545,-0.9,4,-2,4
4047,-0.125,11,-5,-0.086956522,-1,3,-2,4
4048,-0.111111111,12,-8,-0.045454545,-1,4,-2,4
4049,-0.25,13,-7,-0.052631579,-0.625,3,1,4
4050,-0.083333333,14,-14,0.071428571,-0.888888889,4,-4,4
4051,-0.333333333,7,-5,0.111111111,-1.75,2,-1,4
4052,0.4,11,-1,0.391304348,-0.333333333,3,-10,4
4053,0,14,-14,0.388888889,-0.625,2,-4,4
4054,0,12,-8,0.25,-0.444444444,3,-4,4
4055,-0.153846154,19,-19,0,-0.727272727,4,-2,4
4056,-0.142857143,11,-7,0.25,-0.777777778,3,-4,4
4057,0,16,-11,-0.047619048,-0.714285714,3,-1,4
4058,-0.2,14,-13,0.041666667,-1.125,3,-5,4
4059,-0.1,14,-7,0.041666667,-0.888888889,4,-4,4
4060,-0.142857143,11,-9,-0.105263158,-1.285714286,3,-1,4
4061,-0.272727273,16,-17,-0.071428571,-0.75,4,-3,4
4062,0.125,12,-11,0.210526316,-0.444444444,3,-4,4
4063,-0.166666667,18,-14,-0.041666667,-0.777777778,4,-1,4
4064,-0.272727273,17,-10,-0.09375,-0.769230769,5,-3,4
4065,-0.142857143,10,-6,-0.052631579,-1,3,-2,4
4066,-0.222222222,13,-11,-0.05,-1,4,-2,4
4067,-0.428571429,12,-12,-0.045454545,-1,4,-2,4
4068,-0.666666667,9,-6,-0.307692308,-2,3,2,4
4069,0,11,-2,0,-0.857142857,4,-3,4
4070,-0.222222222,13,-6,0,-0.714285714,3,-2,4
4071,-0.5,8,-7,-0.181818182,-1.142857143,3,-2,4
4072,0.125,11,-5,0.238095238,-0.444444444,2,-3,4
4073,-0.111111111,13,-7,0.130434783,-0.8,3,-2,4
4074,-0.166666667,11,-5,0.066666667,-1,3,2,4
4075,-0.222222222,13,-7,-0.125,-1,4,-1,4
4076,-0.25,12,-17,-0.052631579,-1,3,-3,4
4077,-0.285714286,11,-2,0.05,-1,4,-2,4
4078,0,13,-8,0.263157895,-0.5,2,-4,4
4079,-0.333333333,12,-8,0.115384615,-0.7,4,-3,4
4080,0.111111111,12,-6,0.3,-0.555555556,3,-5,4
4081,-0.090909091,16,-13,-0.04,-1.222222222,3,-1,4
4082,0,12,-5,0.272727273,-0.666666667,3,-4,4
4083,-1,14,-11,-0.6,-4.333333333,5,9,4
4084,-0.2,14,-12,0.1,-0.666666667,3,-4,4
4085,-1.75,9,-7,-0.411764706,-1.5,5,5,4
4086,0,17,-4,0.21875,-0.75,5,-1,4
4087,-0.2,14,-4,-0.043478261,-0.5,4,1,4
4088,0.1,15,-7,0.166666667,-0.7,3,0,4
4089,-0.142857143,10,-6,-0.047619048,-1.142857143,4,-1,4
4090,-0.333333333,8,-6,-0.277777778,-2.25,3,0,4
4091,-0.3,17,-11,-0.130434783,-1.285714286,3,3,4
4092,-0.090909091,14,-12,0.04,-0.888888889,3,-3,4
4093,0,14,0,0.1,-0.454545455,4,-3,4
4094,-0.1,11,-7,0.083333333,-0.875,3,-1,4
4095,-0.181818182,15,-12,0,-0.857142857,3,-2,4
4096,-0.25,18,-17,-0.130434783,-1,3,1,4
4097,-0.6,18,-13,-0.380952381,-1.833333333,4,8,4
4098,-0.111111111,14,-14,0.388888889,-0.666666667,3,-4,4
4099,-0.375,11,-14,-0.095238095,-1.333333333,3,-1,4
4100,0,13,-9,0.291666667,-0.666666667,3,-3,4
4101,-0.307692308,19,-19,-0.181818182,-1,3,2,4
4102,0,10,-6,-0.045454545,-0.636363636,4,-2,4
4103,0.125,9,-5,0.545454545,-0.3,3,-6,4
4104,-0.571428571,10,-12,-0.130434783,-1,4,-1,4
4105,-0.1,13,-7,0,-1,3,-2,4
4106,-0.090909091,15,-8,-0.043478261,-0.8,4,-2,4
4107,-0.375,10,-7,-0.041666667,-2.25,4,0,4
4108,0,10,-5,0.2,-0.7,3,-6,4
4109,-0.4,10,-5,-0.214285714,-1.6,3,2,4
4110,0.222222222,10,-5,0.304347826,-0.5,3,-9,4
4111,-0.125,11,-6,0.090909091,-0.6,3,-4,4
4112,-0.1,15,-5,0.071428571,-1,4,-2,4
4113,-0.125,11,-5,-0.083333333,-1,4,-2,4
4114,-0.111111111,13,-8,0.105263158,-1,3,-2,4
4115,-0.5,14,-10,-0.380952381,-2.4,5,4,4
4116,-0.125,10,-8,0.318181818,-0.6,2,-3,4
4117,-0.363636364,16,-19,-0.125,-1,3,-2,4
4118,-0.1,13,-5,0.038461538,-0.666666667,4,-4,4
4119,-0.571428571,12,-9,-0.125,-1.25,3,-1,4
4120,0.111111111,11,-4,0.24,-0.636363636,2,-8,4
4121,-0.222222222,9,-11,0.041666667,-1.25,4,-4,4
4122,0.153846154,13,-9,0.681818182,-0.4,2,-10,4
4123,-0.2,15,-13,0,-1,5,-3,4
4124,-0.125,12,-5,0.052631579,-1.142857143,3,-2,4
4125,-0.125,12,-7,0.217391304,-0.666666667,4,-2,4
4126,-0.375,12,-7,-0.136363636,-0.875,4,2,4
4127,-0.3,15,-16,-0.208333333,-1.571428571,4,1,4
4128,-0.111111111,11,-6,0.142857143,-1.142857143,4,-3,4
4129,-0.1,13,-6,-0.037037037,-0.8,4,-3,4
4130,0,10,-9,0.24,-0.727272727,3,-5,4
4131,-0.285714286,10,-5,-0.115384615,-1,4,-3,4
4132,0,13,-7,0.222222222,-0.5,4,-5,4
4133,0.1,15,-6,0.192307692,-0.636363636,4,-3,4
4134,0.285714286,9,-2,0.388888889,-0.375,2,-5,4
4135,-0.166666667,9,-4,-0.176470588,-1.333333333,3,0,4
4136,-0.142857143,9,-6,0.142857143,-0.4,3,-3,4
4137,-0.1,11,-6,0.037037037,-1.166666667,4,-2,4
4138,0,13,-9,0.269230769,-0.875,4,-6,4
4139,-0.2,14,-10,0.037037037,-0.9,4,-4,4
4140,-0.333333333,19,-13,-0.041666667,-1.714285714,4,3,4
4141,-0.181818182,15,-6,-0.111111111,-1,4,-2,4
4142,0,16,-13,0.1,-0.444444444,3,-3,4
4143,-0.083333333,16,-12,0,-1.111111111,4,-2,4
4144,-0.25,12,-9,-0.157894737,-1.142857143,3,-1,4
4145,-0.166666667,17,-10,0.071428571,-0.8,4,-3,4
4146,0,10,-4,0.217391304,-0.6,3,-4,4
4147,-0.222222222,13,-12,-0.05,-0.888888889,3,-2,4
4148,-0.111111111,12,-8,0.130434783,-0.888888889,4,-1,4
4149,-0.181818182,16,-8,0.074074074,-0.8,4,-2,4
4150,0,12,-6,0.227272727,-0.625,2,-4,4
4151,0.375,10,-3,0.4,-0.3,2,-9,4
